Player ID + Player Name,Id,Position_new,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Probable Pitcher,Batting Order,Roster Position,Position,Mscore
59436-52859:Jacob deGrom,59436-52859,P,Jacob,Jacob deGrom,deGrom,57.33333333,6,12000,COL@NYM,NYM,COL,,Side,,Yes,1,P,P,30
59436-5481:Max Scherzer,59436-5481,P,Max,Max Scherzer,Scherzer,44.33333333,9,11000,CIN@WSH,WSH,CIN,,,,Yes,1,P,P,30
59436-38000:Kevin Gausman,59436-38000,P,Kevin,Kevin Gausman,Gausman,44.77777778,9,10800,SF@ARI,SF,ARI,,,,Yes,1,P,P,20
59436-79246:Jack Flaherty,59436-79246,P,Jack,Jack Flaherty,Flaherty,39.55555556,9,10500,STL@CWS,STL,CWS,,,,Yes,1,P,P,29
59436-82604:Corbin Burnes,59436-82604,P,Corbin,Corbin Burnes,Burnes,47.14285714,7,10200,SD@MIL,MIL,SD,,,,Yes,1,P,P,25
59436-5427:Clayton Kershaw,59436-5427,P,Clayton,Clayton Kershaw,Kershaw,30.41666667,12,10000,LAD@HOU,LAD,HOU,,,,Yes,1,P,P,25
59436-82557:Aaron Civale,59436-82557,P,Aaron,Aaron Civale,Civale,34.55555556,9,8800,CLE@DET,CLE,DET,,,,Yes,1,P,P,20
59436-52198:Lucas Giolito,59436-52198,P,Lucas,Lucas Giolito,Giolito,31.77777778,9,8500,STL@CWS,CWS,STL,,,,Yes,1,P,P,20
59436-68523:Joe Musgrove,59436-68523,P,Joe,Joe Musgrove,Musgrove,25.78571429,14,8400,SD@MIL,SD,MIL,,,,Yes,1,P,P,28
59436-13019:Garrett Richards,59436-13019,P,Garrett,Garrett Richards,Richards,27.77777778,9,8300,ATL@BOS,BOS,ATL,,,,Yes,1,P,P,20
59436-5983:Rich Hill,59436-5983,P,Rich,Rich Hill,Hill,27.11111111,9,8200,KC@TB,TB,KC,,,,Yes,1,P,P,22
59436-13627:Corey Kluber,59436-13627,P,Corey,Corey Kluber,Kluber,32.11111111,9,8100,TOR@NYY,NYY,TOR,,,,Yes,1,P,P,28
59436-60639:Jose Berrios,59436-60639,P,Jose,Jose Berrios,Berrios,31.77777778,9,8000,BAL@MIN,MIN,BAL,,,,Yes,1,P,P,25
59436-5522:Zack Greinke,59436-5522,P,Zack,Zack Greinke,Greinke,29.6,10,7700,LAD@HOU,HOU,LAD,,,,Yes,1,P,P,28
59436-52167:Andrew Heaney,59436-52167,P,Andrew,Andrew Heaney,Heaney,27,8,7600,TEX@LAA,LAA,TEX,,,,Yes,1,P,P,20
59436-79109:Tyler Mahle,59436-79109,P,Tyler,Tyler Mahle,Mahle,28.22222222,9,7500,CIN@WSH,CIN,WSH,,,,Yes,1,P,P,29
59436-52174:Steven Matz,59436-52174,P,Steven,Steven Matz,Matz,29,9,7300,TOR@NYY,TOR,NYY,,,,Yes,1,P,P,20
59436-85269:Cole Irvin,59436-85269,P,Cole,Cole Irvin,Irvin,28.11111111,9,7200,SEA@OAK,OAK,SEA,,,,Yes,1,P,P,20
59436-5466:Charlie Morton,59436-5466,P,Charlie,Charlie Morton,Morton,27.33333333,9,7000,ATL@BOS,ATL,BOS,,,,Yes,1,P,P,20
59436-79072:Brad Keller,59436-79072,P,Brad,Brad Keller,Keller,17.44444444,9,6900,KC@TB,KC,TB,,,,Yes,1,P,P,20
59436-119340:Tarik Skubal,59436-119340,P,Tarik,Tarik Skubal,Skubal,19,9,6600,CLE@DET,DET,CLE,,,,Yes,1,P,P,20
59436-60632:Kyle Freeland,59436-60632,P,Kyle,Kyle Freeland,Freeland,22.76923077,13,6600,COL@NYM,COL,NYM,IL,Shoulder,,Yes,1,P,P,20
59436-102447:Dean Kremer,59436-102447,P,Dean,Dean Kremer,Kremer,16.25,8,6200,BAL@MIN,BAL,MIN,,,,Yes,1,P,P,15
59436-147155:Hyeon-Jong Yang,59436-147155,P,Hyeon-Jong,Hyeon-Jong Yang,Yang,17,5,6000,TEX@LAA,TEX,LAA,,,,Yes,1,P,P,20
59436-102396:Logan Gilbert,59436-102396,P,Logan,Logan Gilbert,Gilbert,10,2,5800,SEA@OAK,SEA,OAK,,,,Yes,1,P,P,20
59436-102334:Corbin Martin,59436-102334,P,Corbin,Corbin Martin,Martin,24,1,5500,SF@ARI,ARI,SF,,,,Yes,1,P,P,20
59436-79756:Ronald Acuna Jr.,59436-79756,OF,Ronald,Ronald Acuna Jr.,Acuna Jr.,14.83488429,43,4500,ATL@BOS,ATL,BOS,,,,,1,OF/UTIL,OF,14
59436-79393:Fernando Tatis Jr.,59436-79393,SS,Fernando,Fernando Tatis Jr.,Tatis Jr.,17.16129032,31,4400,SD@MIL,SD,MIL,,,,,1,SS/UTIL,SS,11
59436-79273:Vladimir Guerrero Jr.,59436-79273,1B/3B,Vladimir,Vladimir Guerrero Jr.,Guerrero Jr.,15.06304401,46,4300,TOR@NYY,TOR,NYY,,,,,1,C/1B/3B/UTIL,C/1B,13
59436-53401:Trey Mancini,59436-53401,1B/OF,Trey,Trey Mancini,Mancini,12.10851012,47,4200,BAL@MIN,BAL,MIN,,,,,1,C/1B/OF/UTIL,C/1B,10
59436-13540:J.D. Martinez,59436-13540,OF,J.D.,J.D. Martinez,Martinez,13.97999946,45,4200,ATL@BOS,BOS,ATL,,,,,1,OF/UTIL,OF,15
59436-38976:Jose Ramirez,59436-38976,3B,Jose,Jose Ramirez,Ramirez,12.42666694,45,4100,CLE@DET,CLE,DET,,,,,1,3B/UTIL,3B,14
59436-82440:Shohei Ohtani,59436-82440,OF,Shohei,Shohei Ohtani,Ohtani,13.30217444,46,4100,TEX@LAA,LAA,TEX,,,,,1,OF/UTIL,OF,12
59436-39086:Byron Buxton,59436-39086,OF,Byron,Byron Buxton,Buxton,15.88749949,24,4000,BAL@MIN,MIN,BAL,IL,Hip,,,,OF/UTIL,OF,10
59436-39151:Mookie Betts,59436-39151,OF,Mookie,Mookie Betts,Betts,12.02631579,38,4000,LAD@HOU,LAD,HOU,DTD,Shoulder,,,1,OF/UTIL,OF,10
59436-11334:Freddie Freeman,59436-11334,1B,Freddie,Freddie Freeman,Freeman,11.92391304,46,4000,ATL@BOS,ATL,BOS,,,,,1,C/1B/UTIL,C/1B,14
59436-79282:Juan Soto,59436-79282,OF,Juan,Juan Soto,Soto,10.36969734,33,4000,CIN@WSH,WSH,CIN,,,,,1,OF/UTIL,OF,12
59436-65881:Trea Turner,59436-65881,SS,Trea,Trea Turner,Turner,12.47209274,43,3900,CIN@WSH,WSH,CIN,,,,,1,SS/UTIL,SS,12
59436-52176:Max Muncy,59436-52176,1B/2B,Max,Max Muncy,Muncy,12.62000054,45,3900,LAD@HOU,LAD,HOU,,,,,1,C/1B/2B/UTIL,2B,10
59436-52180:Austin Meadows,59436-52180,OF,Austin,Austin Meadows,Meadows,11.35227273,44,3900,KC@TB,TB,KC,,,,,1,OF/UTIL,OF,11
59436-52187:Ji-Man Choi,59436-52187,1B,Ji-Man,Ji-Man Choi,Choi,16.04999924,8,3900,KC@TB,TB,KC,DTD,Knee,,,1,C/1B/UTIL,C/1B,11
59436-13342:Nick Castellanos,59436-13342,OF,Nick,Nick Castellanos,Castellanos,14.50243843,41,3900,CIN@WSH,CIN,WSH,,,,,1,OF/UTIL,OF,10
59436-21609:Christian Yelich,59436-21609,OF,Christian,Christian Yelich,Yelich,10.06666667,15,3900,SD@MIL,MIL,SD,,,,,1,OF/UTIL,OF,13
59436-21705:Marcus Semien,59436-21705,2B/SS,Marcus,Marcus Semien,Semien,13.24347853,46,3900,TOR@NYY,TOR,NYY,,,,,1,2B/SS/UTIL,2B,13
