Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
59138-83063:DeWanna Bonner,59138-83063,G,DeWanna,DeWanna Bonner,Bonner,44.95000076,2,8000,IND@CON,CON,IND,,,,,,G
59138-80063:Candace Parker,59138-80063,F,Candace,Candace Parker,Parker,36.59999847,1,7800,CHI@ATL,CHI,ATL,,,,,,F
59138-80238:Jonquel Jones,59138-80238,F,Jonquel,Jonquel Jones,Jones,34.59999847,2,7700,IND@CON,CON,IND,,,,,,F
59138-103401:Teaira McCowan,59138-103401,F,Teaira,Teaira McCowan,McCowan,31.35000038,2,7100,IND@CON,IND,CON,,,,,,F
59138-80269:Kahleah Copper,59138-80269,G,Kahleah,Kahleah Copper,Copper,35.59999847,1,6700,CHI@ATL,CHI,ATL,,,,,,G
59138-83017:Kelsey Mitchell,59138-83017,G,Kelsey,Kelsey Mitchell,Mitchell,27.35000038,2,6300,IND@CON,IND,CON,,,,,,G
59138-103395:Natisha Hiedeman,59138-103395,G,Natisha,Natisha Hiedeman,Hiedeman,29,2,6200,IND@CON,CON,IND,,,,,,G
59138-80245:Courtney Williams,59138-80245,G,Courtney,Courtney Williams,Williams,30.79999924,1,6100,CHI@ATL,ATL,CHI,,,,,,G
59138-135896:Chennedy Carter,59138-135896,G,Chennedy,Chennedy Carter,Carter,14.19999981,1,6000,CHI@ATL,ATL,CHI,,,,,,G
59138-80270:Courtney Vandersloot,59138-80270,G,Courtney,Courtney Vandersloot,Vandersloot,13.60000038,1,5800,CHI@ATL,CHI,ATL,,,,,,G
59138-80161:Tiffany Hayes,59138-80161,G,Tiffany,Tiffany Hayes,Hayes,,,5700,CHI@ATL,ATL,CHI,O,Not injury related,,,,G
59138-83034:Monique Billings,59138-83034,F,Monique,Monique Billings,Billings,33,1,5600,CHI@ATL,ATL,CHI,,,,,,F
59138-80101:Danielle Robinson,59138-80101,G,Danielle,Danielle Robinson,Robinson,27.45000076,2,5400,IND@CON,IND,CON,,,,,,G
59138-80227:Brionna Jones,59138-80227,F,Brionna,Brionna Jones,Jones,21.95000076,2,5300,IND@CON,CON,IND,,,,,,F
59138-80276:Jessica Breland,59138-80276,F,Jessica,Jessica Breland,Breland,15.10000038,2,5200,IND@CON,IND,CON,,,,,,F
59138-80278:Cheyenne Parker,59138-80278,F,Cheyenne,Cheyenne Parker,Parker,27.17999878,20,5200,CHI@ATL,ATL,CHI,O,Not injury related,,,,F
59138-83020:Azura Stevens,59138-83020,F,Azura,Azura Stevens,Stevens,27.72307645,13,5100,CHI@ATL,CHI,ATL,O,Ankle,,,,F
59138-80244:Jasmine Thomas,59138-80244,G,Jasmine,Jasmine Thomas,Thomas,20.4526319,19,5000,IND@CON,CON,IND,,,,,,G
59138-80059:Jantel Lavender,59138-80059,F,Jantel,Jantel Lavender,Lavender,23,2,5000,IND@CON,IND,CON,,,,,,F
59138-80275:Allie Quigley,59138-80275,G,Allie,Allie Quigley,Quigley,12.89999962,1,4900,CHI@ATL,CHI,ATL,O,Hamstring,,,,G
59138-80157:Elizabeth Williams,59138-80157,F,Elizabeth,Elizabeth Williams,Williams,18.79999924,1,4900,CHI@ATL,ATL,CHI,,,,,,F
59138-80220:Tianna Hawkins,59138-80220,F,Tianna,Tianna Hawkins,Hawkins,24.70000076,1,4500,CHI@ATL,ATL,CHI,,,,,,F
59138-80044:Odyssey Sims,59138-80044,G,Odyssey,Odyssey Sims,Sims,21.79999924,1,4500,CHI@ATL,ATL,CHI,,,,,,G
59138-80108:Briann January,59138-80108,G,Briann,Briann January,January,20.25,2,4400,IND@CON,CON,IND,,,,,,G
59138-83013:Diamond DeShields,59138-83013,G,Diamond,Diamond DeShields,DeShields,20.10000038,1,4300,CHI@ATL,CHI,ATL,,,,,,G
59138-80109:Tiffany Mitchell,59138-80109,G,Tiffany,Tiffany Mitchell,Mitchell,15.05000019,2,4000,IND@CON,IND,CON,,,,,,G
59138-135884:Lauren Cox,59138-135884,F,Lauren,Lauren Cox,Cox,10.90714264,14,3700,IND@CON,IND,CON,O,Knee,,,,F
59138-80273:Stefanie Dolson,59138-80273,F,Stefanie,Stefanie Dolson,Dolson,5.800000191,1,3500,CHI@ATL,CHI,ATL,O,Suspension,,,,F
59138-83018:Victoria Vivians,59138-83018,G,Victoria,Victoria Vivians,Vivians,9.949999809,2,3400,IND@CON,IND,CON,,,,,,G
59138-148550:Aari McDonald,59138-148550,G,Aari,Aari McDonald,McDonald,10.89999962,1,3300,CHI@ATL,ATL,CHI,,,,,,G
59138-135891:Kaila Charles,59138-135891,G,Kaila,Kaila Charles,Charles,6.849999905,2,3300,IND@CON,CON,IND,,,,,,G
59138-135892:Beatrice Mompremier,59138-135892,F,Beatrice,Beatrice Mompremier,Mompremier,10.10000038,2,3300,IND@CON,CON,IND,,,,,,F
59138-80272:Astou Ndour,59138-80272,F,Astou,Astou Ndour,Ndour,11.80000019,1,3200,CHI@ATL,CHI,ATL,,,,,,F
59138-135889:Ruthy Hebard,59138-135889,F,Ruthy,Ruthy Hebard,Hebard,6.599999905,1,3200,CHI@ATL,CHI,ATL,,,,,,F
59138-103434:Crystal Bradford,59138-103434,G,Crystal,Crystal Bradford,Bradford,15,1,3100,CHI@ATL,ATL,CHI,,,,,,G
59138-80169:Brittany Boyd-Jones,59138-80169,G,Brittany,Brittany Boyd-Jones,Boyd-Jones,14.69999981,1,3100,CHI@ATL,CHI,ATL,,,,,,G
59138-149368:Shyla Heal,59138-149368,G,Shyla,Shyla Heal,Heal,,,3100,CHI@ATL,CHI,ATL,O,Not injury related,,,,G
59138-119553:Bernadett Hatar,59138-119553,F,Bernadett,Bernadett Hatar,Hatar,,,3000,IND@CON,IND,CON,,,,,,F
59138-148561:Stephanie Watts,59138-148561,G,Stephanie,Stephanie Watts,Watts,0,1,3000,CHI@ATL,CHI,ATL,,,,,,G
59138-148567:Aaliyah Wilson,59138-148567,G,Aaliyah,Aaliyah Wilson,Wilson,,,3000,IND@CON,IND,CON,O,Foot,,,,G
59138-148575:DiJonai Carrington,59138-148575,G,DiJonai,DiJonai Carrington,Carrington,-0.300000012,2,3000,IND@CON,CON,IND,,,,,,G
59138-80228:Shekinna Stricklen,59138-80228,G,Shekinna,Shekinna Stricklen,Stricklen,0,1,3000,CHI@ATL,ATL,CHI,,,,,,G
59138-103399:Kalani Brown,59138-103399,F,Kalani,Kalani Brown,Brown,4.540000153,10,3000,CHI@ATL,ATL,CHI,,,,,,F
59138-80235:Alyssa Thomas,59138-80235,F,Alyssa,Alyssa Thomas,Thomas,0,1,3000,IND@CON,CON,IND,O,Achilles,,,,F
59138-148081:Stephanie Jones,59138-148081,F,Stephanie,Stephanie Jones,Jones,5.400000095,1,3000,IND@CON,CON,IND,,,,,,F
59138-149361:Kysre Gondrezick,59138-149361,G,Kysre,Kysre Gondrezick,Gondrezick,7.099999905,2,3000,IND@CON,IND,CON,,,,,,G
59138-80186:Lindsay Allen,59138-80186,G,Lindsay,Lindsay Allen,Allen,5.800000191,2,3000,IND@CON,IND,CON,,,,,,G
