Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
59220-103395:Natisha Hiedeman,59220-103395,G,Natisha,Natisha Hiedeman,Hiedeman,32.53333282,3,6800,CON@PHO,CON,PHO,,,,,,G
59220-103401:Teaira McCowan,59220-103401,F,Teaira,Teaira McCowan,McCowan,31.96666718,3,6800,ATL@IND,IND,ATL,,,,,,F
59220-80097:Diana Taurasi,59220-80097,G,Diana,Diana Taurasi,Taurasi,27.36666616,3,6700,CON@PHO,PHO,CON,,,,,,G
59220-80046:Nneka Ogwumike,59220-80046,F,Nneka,Nneka Ogwumike,Ogwumike,26.60000038,1,6600,LA@LV,LA,LV,,,,,,F
59220-80266:Betnijah Laney,59220-80266,G,Betnijah,Betnijah Laney,Laney,29.43333435,3,6500,NY@WAS,NY,WAS,,,,,,G
59220-103423:Jackie Young,59220-103423,G,Jackie,Jackie Young,Young,34.40000153,2,6400,LA@LV,LV,LA,,,,,,G
59220-80259:Skylar Diggins-Smith,59220-80259,G,Skylar,Skylar Diggins-Smith,Diggins-Smith,25.93333435,3,6100,CON@PHO,PHO,CON,,,,,,G
59220-80178:Amanda Zahui B,59220-80178,F,Amanda,Amanda Zahui B,Zahui B,25.88571312,21,6000,LA@LV,LA,LV,O,Back,,,,F
59220-80212:Natasha Cloud,59220-80212,G,Natasha,Natasha Cloud,Cloud,28.04999924,2,6000,NY@WAS,WAS,NY,,,,,,G
59220-83017:Kelsey Mitchell,59220-83017,G,Kelsey,Kelsey Mitchell,Mitchell,23.60000102,3,5900,ATL@IND,IND,ATL,,,,,,G
59220-135896:Chennedy Carter,59220-135896,G,Chennedy,Chennedy Carter,Carter,23,2,5800,ATL@IND,ATL,IND,,,,,,G
59220-83034:Monique Billings,59220-83034,F,Monique,Monique Billings,Billings,27.04999924,2,5800,ATL@IND,ATL,IND,,,,,,F
59220-80101:Danielle Robinson,59220-80101,G,Danielle,Danielle Robinson,Robinson,26.06666565,3,5700,ATL@IND,IND,ATL,,,,,,G
59220-80219:Kristi Toliver,59220-80219,G,Kristi,Kristi Toliver,Toliver,15.5,1,5600,LA@LV,LA,LV,,,,,,G
59220-80234:Chiney Ogwumike,59220-80234,F,Chiney,Chiney Ogwumike,Ogwumike,22.70000076,1,5600,LA@LV,LA,LV,,,,,,F
59220-80130:Dearica Hamby,59220-80130,F,Dearica,Dearica Hamby,Hamby,21,2,5500,LA@LV,LV,LA,,,,,,F
59220-80161:Tiffany Hayes,59220-80161,G,Tiffany,Tiffany Hayes,Hayes,19,1,5500,ATL@IND,ATL,IND,,,,,,G
59220-80050:Chelsea Gray,59220-80050,G,Chelsea,Chelsea Gray,Gray,20.29999924,2,5400,LA@LV,LV,LA,,,,,,G
59220-80073:Sami Whitcomb,59220-80073,G,Sami,Sami Whitcomb,Whitcomb,24.93333435,3,5300,NY@WAS,NY,WAS,,,,,,G
59220-149369:Michaela Onyenwere,59220-149369,F,Michaela,Michaela Onyenwere,Onyenwere,19.80000051,3,5300,NY@WAS,NY,WAS,,,,,,F
59220-80278:Cheyenne Parker,59220-80278,F,Cheyenne,Cheyenne Parker,Parker,27.17999878,20,5200,ATL@IND,ATL,IND,O,Not injury related,,,,F
59220-83007:Ariel Atkins,59220-83007,G,Ariel,Ariel Atkins,Atkins,20.85000038,2,5100,NY@WAS,WAS,NY,,,,,,G
59220-80227:Brionna Jones,59220-80227,F,Brionna,Brionna Jones,Jones,23.30000051,3,5000,CON@PHO,CON,PHO,,,,,,F
59220-80118:Erica Wheeler,59220-80118,G,Erica,Erica Wheeler,Wheeler,6.400000095,1,4900,LA@LV,LA,LV,,,,,,G
59220-103434:Crystal Bradford,59220-103434,G,Crystal,Crystal Bradford,Bradford,23.64999962,2,4800,ATL@IND,ATL,IND,,,,,,G
59220-80248:Theresa Plaisance,59220-80248,F,Theresa,Theresa Plaisance,Plaisance,22.79999924,2,4800,NY@WAS,WAS,NY,,,,,,F
59220-80153:Brittney Sykes,59220-80153,G,Brittney,Brittney Sykes,Sykes,20.89999962,1,4700,LA@LV,LA,LV,,,,,,G
59220-80157:Elizabeth Williams,59220-80157,F,Elizabeth,Elizabeth Williams,Williams,20.5,2,4600,ATL@IND,ATL,IND,,,,,,F
59220-80244:Jasmine Thomas,59220-80244,G,Jasmine,Jasmine Thomas,Thomas,9.5,1,4600,CON@PHO,CON,PHO,,,,,,G
59220-83005:Kia Nurse,59220-83005,G,Kia,Kia Nurse,Nurse,18.06666692,3,4500,CON@PHO,PHO,CON,,,,,,G
59220-135890:Stella Johnson,59220-135890,G,Stella,Stella Johnson,Johnson,7.699999809,1,4500,NY@WAS,WAS,NY,,,,,,G
59220-80091:Leilani Mitchell,59220-80091,G,Leilani,Leilani Mitchell,Mitchell,14.30000019,2,4500,NY@WAS,WAS,NY,,,,,,G
59220-80044:Odyssey Sims,59220-80044,G,Odyssey,Odyssey Sims,Sims,16.95000076,2,4400,ATL@IND,ATL,IND,,,,,,G
59220-80220:Tianna Hawkins,59220-80220,F,Tianna,Tianna Hawkins,Hawkins,17.29999924,2,4400,ATL@IND,ATL,IND,,,,,,F
59220-80276:Jessica Breland,59220-80276,F,Jessica,Jessica Breland,Breland,14.06666692,3,4300,ATL@IND,IND,ATL,,,,,,F
59220-80145:Kelsey Plum,59220-80145,G,Kelsey,Kelsey Plum,Plum,20.04999924,2,4200,LA@LV,LV,LA,,,,,,G
59220-80059:Jantel Lavender,59220-80059,F,Jantel,Jantel Lavender,Lavender,17.46666718,3,4200,ATL@IND,IND,ATL,,,,,,F
59220-80111:Erica McCall,59220-80111,F,Erica,Erica McCall,McCall,19.79999924,2,4200,NY@WAS,WAS,NY,,,,,,F
59220-135877:Kylee Shook,59220-135877,F,Kylee,Kylee Shook,Shook,18.56666692,3,4100,NY@WAS,NY,WAS,,,,,,F
59220-80108:Briann January,59220-80108,G,Briann,Briann January,January,15.66666667,3,4100,CON@PHO,CON,PHO,O,Ankle,,,,G
59220-80171:Kiah Stokes,59220-80171,F,Kiah,Kiah Stokes,Stokes,6.199999809,1,4000,NY@WAS,NY,WAS,,,,,,F
59220-80051:Riquna Williams,59220-80051,G,Riquna,Riquna Williams,Williams,15.75,2,3900,LA@LV,LV,LA,,,,,,G
59220-80109:Tiffany Mitchell,59220-80109,G,Tiffany,Tiffany Mitchell,Mitchell,15.33333333,3,3900,ATL@IND,IND,ATL,,,,,,G
59220-80144:Nia Coffey,59220-80144,F,Nia,Nia Coffey,Coffey,21.29999924,1,3800,LA@LV,LA,LV,,,,,,F
59220-80184:Bria Hartley,59220-80184,G,Bria,Bria Hartley,Hartley,26.20000047,13,3700,CON@PHO,PHO,CON,O,Knee,,,,G
59220-135884:Lauren Cox,59220-135884,F,Lauren,Lauren Cox,Cox,10.90714264,14,3700,ATL@IND,IND,ATL,O,Knee,,,,F
59220-80190:Rebecca Allen,59220-80190,F,Rebecca,Rebecca Allen,Allen,14.80000019,2,3500,NY@WAS,NY,WAS,,,,,,F
59220-103420:Sophie Cunningham,59220-103420,G,Sophie,Sophie Cunningham,Cunningham,10.39999962,2,3500,CON@PHO,PHO,CON,,,,,,G
59220-148560:Jasmine Walker,59220-148560,F,Jasmine,Jasmine Walker,Walker,10.39999962,1,3400,LA@LV,LA,LV,,,,,,F
59220-103422:Kiara Leslie,59220-103422,G,Kiara,Kiara Leslie,Leslie,4.699999809,2,3400,NY@WAS,WAS,NY,,,,,,G
59220-103094:Shey Peddy,59220-103094,G,Shey,Shey Peddy,Peddy,14.43333308,3,3300,CON@PHO,PHO,CON,,,,,,G
59220-135876:Jazmine Jones,59220-135876,G,Jazmine,Jazmine Jones,Jones,10.83333333,3,3300,NY@WAS,NY,WAS,,,,,,G
59220-135885:Te'a Cooper,59220-135885,G,Te'a,Te'a Cooper,Cooper,11.69999981,1,3300,LA@LV,LA,LV,,,,,,G
59220-80094:Jillian Alleyne,59220-80094,F,Jillian,Jillian Alleyne,Alleyne,3.900000095,2,3300,NY@WAS,WAS,NY,,,,,,F
59220-119553:Bernadett Hatar,59220-119553,F,Bernadett,Bernadett Hatar,Hatar,12.5,1,3200,ATL@IND,IND,ATL,,,,,,F
59220-80174:Kia Vaughn,59220-80174,F,Kia,Kia Vaughn,Vaughn,13.72727273,22,3200,CON@PHO,PHO,CON,O,Not injury related,,,,F
59220-135891:Kaila Charles,59220-135891,G,Kaila,Kaila Charles,Charles,9.5,3,3200,CON@PHO,CON,PHO,,,,,,G
59220-148550:Aari McDonald,59220-148550,G,Aari,Aari McDonald,McDonald,5.949999809,2,3100,ATL@IND,ATL,IND,,,,,,G
59220-83018:Victoria Vivians,59220-83018,G,Victoria,Victoria Vivians,Vivians,9.5,3,3100,ATL@IND,IND,ATL,,,,,,G
59220-135892:Beatrice Mompremier,59220-135892,F,Beatrice,Beatrice Mompremier,Mompremier,9.46666654,3,3100,CON@PHO,CON,PHO,,,,,,F
59220-80151:Bria Holmes,59220-80151,G,Bria,Bria Holmes,Holmes,11,1,3000,LA@LV,LA,LV,,,,,,G
59220-80158:Angel McCoughtry,59220-80158,F,Angel,Angel McCoughtry,McCoughtry,27.24545566,22,3000,LA@LV,LV,LA,O,Knee,,,,F
59220-80182:Cierra Burdick,59220-80182,F,Cierra,Cierra Burdick,Burdick,4.200000127,3,3000,CON@PHO,PHO,CON,,,,,,F
59220-83001:JiSu Park,59220-83001,F,JiSu,JiSu Park,Park,4.650000095,2,3000,LA@LV,LV,LA,,,,,,F
59220-80186:Lindsay Allen,59220-80186,G,Lindsay,Lindsay Allen,Allen,6.03333346,3,3000,ATL@IND,IND,ATL,,,,,,G
59220-80188:Shavonte Zellous,59220-80188,G,Shavonte,Shavonte Zellous,Zellous,4.900000095,2,3000,NY@WAS,WAS,NY,,,,,,G
59220-135879:Megan Walker,59220-135879,F,Megan,Megan Walker,Walker,9.800000191,2,3000,CON@PHO,PHO,CON,,,,,,F
59220-80070:Sydney Wiese,59220-80070,G,Sydney,Sydney Wiese,Wiese,5.849999905,2,3000,NY@WAS,WAS,NY,,,,,,G
59220-135882:Jocelyn Willoughby,59220-135882,F,Jocelyn,Jocelyn Willoughby,Willoughby,11.527273,22,3000,NY@WAS,NY,WAS,O,Achilles,,,,F
59220-148555:Destiny Slocum,59220-148555,G,Destiny,Destiny Slocum,Slocum,0,1,3000,LA@LV,LV,LA,,,,,,G
59220-135881:Leaonna Odom,59220-135881,F,Leaonna,Leaonna Odom,Odom,11.77272727,22,3000,NY@WAS,NY,WAS,GTD,Achilles,,,,F
59220-148562:Arella Guirantes,59220-148562,G,Arella,Arella Guirantes,Guirantes,7,1,3000,LA@LV,LA,LV,,,,,,G
59220-83028:Maria Vadeeva,59220-83028,F,Maria,Maria Vadeeva,Vadeeva,,,3000,LA@LV,LA,LV,O,Suspension,,,,F
59220-148567:Aaliyah Wilson,59220-148567,G,Aaliyah,Aaliyah Wilson,Wilson,,,3000,ATL@IND,IND,ATL,O,Foot,,,,G
59220-148570:DiDi Richards,59220-148570,G,DiDi,DiDi Richards,Richards,6,3,3000,NY@WAS,NY,WAS,,,,,,G
59220-148575:DiJonai Carrington,59220-148575,G,DiJonai,DiJonai Carrington,Carrington,4.5,3,3000,CON@PHO,CON,PHO,,,,,,G
59220-80098:Emma Cannon,59220-80098,F,Emma,Emma Cannon,Cannon,1.5,1,3000,LA@LV,LV,LA,,,,,,F
59220-80228:Shekinna Stricklen,59220-80228,G,Shekinna,Shekinna Stricklen,Stricklen,0,1,3000,ATL@IND,ATL,IND,GTD,Knee,,,,G
59220-103399:Kalani Brown,59220-103399,F,Kalani,Kalani Brown,Brown,4.540000153,10,3000,ATL@IND,ATL,IND,,,,,,F
59220-80235:Alyssa Thomas,59220-80235,F,Alyssa,Alyssa Thomas,Thomas,0,1,3000,CON@PHO,CON,PHO,O,Achilles,,,,F
59220-80240:Reshanda Gray,59220-80240,F,Reshanda,Reshanda Gray,Gray,6,2,3000,NY@WAS,NY,WAS,,,,,,F
59220-148081:Stephanie Jones,59220-148081,F,Stephanie,Stephanie Jones,Jones,6.599999905,2,3000,CON@PHO,CON,PHO,,,,,,F
59220-149361:Kysre Gondrezick,59220-149361,G,Kysre,Kysre Gondrezick,Gondrezick,8.633333206,3,3000,ATL@IND,IND,ATL,,,,,,G
59220-103417:Alanna Smith,59220-103417,F,Alanna,Alanna Smith,Smith,8.266666412,3,3000,CON@PHO,PHO,CON,,,,,,F
