Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
59115-15755:Anthony Davis,59115-15755,PF,Anthony,Anthony Davis,Davis,42.53333198,36,11000,GS@LAL,LAL,GS,,,,,,PF
59115-9524:Stephen Curry,59115-9524,PG,Stephen,Stephen Curry,Curry,47.80156326,64,10400,GS@LAL,GS,LAL,,,,,,PG
59115-9488:LeBron James,59115-9488,SF,LeBron,LeBron James,James,46.33913256,46,10000,GS@LAL,LAL,GS,,,,,,SF
59115-14503:Jonas Valanciunas,59115-14503,C,Jonas,Jonas Valanciunas,Valanciunas,37.63225728,62,8700,SA@MEM,MEM,SA,,,,,,C
59115-15860:Draymond Green,59115-15860,PF,Draymond,Draymond Green,Green,33.35873171,63,8200,GS@LAL,GS,LAL,,,,,,PF
59115-49116:Andrew Wiggins,59115-49116,SG,Andrew,Andrew Wiggins,Wiggins,31.99859017,71,7800,GS@LAL,GS,LAL,,,,,,SG
59115-67708:Dejounte Murray,59115-67708,PG,Dejounte,Dejounte Murray,Murray,35.37462832,67,7700,SA@MEM,SA,MEM,,,,,,PG
59115-110344:Ja Morant,59115-110344,PG,Ja,Ja Morant,Morant,35.09364924,63,7500,SA@MEM,MEM,SA,,,,,,PG
59115-9714:DeMar DeRozan,59115-9714,SG,DeMar,DeMar DeRozan,DeRozan,38.58688605,61,7500,SA@MEM,SA,MEM,,,,,,SG
59115-15557:Andre Drummond,59115-15557,C,Andre,Andre Drummond,Drummond,36.98260763,46,7000,GS@LAL,LAL,GS,,,,,,C
59115-60233:Dillon Brooks,59115-60233,SG,Dillon,Dillon Brooks,Brooks,27.0850739,67,6800,SA@MEM,MEM,SA,,,,,,SG
59115-84683:Jaren Jackson,59115-84683,PF,Jaren,Jaren Jackson,Jackson,29.58181763,11,6600,SA@MEM,MEM,SA,,,,,,PF
59115-58378:Jakob Poeltl,59115-58378,C,Jakob,Jakob Poeltl,Poeltl,27.20869601,69,6300,SA@MEM,SA,MEM,,,,,,C
